wav_file,txt_file,groundtruth_text_raw,groundtruth_text_train,duration,AAVE
../data_processed_voc/wav/voc_23_part_7.wav,../data_processed_voc/txt/voc_23_part_7.txt,the business eighty on one side to the othe reighty on there and it's just a big suburban area,THE BUSINESS EIGHTY ON ONE SIDE TO THE OTHE REIGHTY ON THERE AND IT'S JUST A BIG SUBURBAN AREA,6.402,0
../data_processed_voc/wav/voc_23_part_75.wav,../data_processed_voc/txt/voc_23_part_75.txt,feeling everyone's trying to be the same and (()) so it's not uh you know and then in the pocket -- and this is interesting there was actually an article about Kennedy High School where my daughter went where it was ranked as the most diverse high school in America,FEELING EVERYONE'S TRYING TO BE THE SAME AND SO IT'S NOT UH YOU KNOW AND THEN IN THE POCKET AND THIS IS INTERESTING THERE WAS ACTUALLY AN ARTICLE ABOUT KENNEDY HIGH SCHOOL WHERE MY DAUGHTER WENT WHERE IT WAS RANKED AS THE MOST DIVERSE HIGH SCHOOL IN AMERICA,16.032,0
../data_processed/wav/DCB_se2_ag2_m_01_1_part_108.wav,../data_processed/txt/DCB_se2_ag2_m_01_1_part_108.txt,"Arlington, Virginia. So I got tired of um, <ts> traveling across the bridge, so I just- just decided to live in Virginia.",ARLINGTON VIRGINIA SO I GOT TIRED OF UM TRAVELING ACROSS THE BRIDGE SO I JUST JUST DECIDED TO LIVE IN VIRGINIA,6.432,1
../data_processed/wav/PRV_se0_ag1_f_01_2_part_23.wav,../data_processed/txt/PRV_se0_ag1_f_01_2_part_23.txt,"look at television, and call it a day. I'm leaving school work to the side cause I don't have nothing due, so when I left Friday, I left school for a whole week.",LOOK AT TELEVISION AND CALL IT A DAY I'M LEAVING SCHOOL WORK TO THE SIDE CAUSE I DON'T HAVE NOTHING DUE SO WHEN I LEFT FRIDAY I LEFT SCHOOL FOR A WHOLE WEEK,9.455,1
../data_processed_voc/wav/voc_10_part_161.wav,../data_processed_voc/txt/voc_10_part_161.txt,now these little kids are born here ... and they've learned out language,NOW THESE LITTLE KIDS ARE BORN HERE AND THEY'VE LEARNED OUT LANGUAGE,5.142,0
../data_processed/wav/PRV_se0_ag1_f_01_1_part_65.wav,../data_processed/txt/PRV_se0_ag1_f_01_1_part_65.txt,"and a lot of people just- before they left- the- they knew when it- um, fire department came through, was like, telling 'em to evacuate, they let they dogs go.",AND A LOT OF PEOPLE JUST BEFORE THEY LEFT THE THEY KNEW WHEN IT UM FIRE DEPARTMENT CAME THROUGH WAS LIKE TELLING 'EM TO EVACUATE THEY LET THEY DOGS GO,6.691,1
../data_processed_voc/wav/voc_0_part_51.wav,../data_processed_voc/txt/voc_0_part_51.txt,But it's not a big cave. It's only three feet uh bout three feet wide six or eight feet deep. And we used to get I don't whether when you were young but we would get potatoes and throw them into the fire and wait until they just burn up.,BUT IT'S NOT A BIG CAVE IT'S ONLY THREE FEET UH BOUT THREE FEET WIDE SIX OR EIGHT FEET DEEP AND WE USED TO GET I DON'T WHETHER WHEN YOU WERE YOUNG BUT WE WOULD GET POTATOES AND THROW THEM INTO THE FIRE AND WAIT UNTIL THEY JUST BURN UP,17.729,0
../data_processed_voc/wav/voc_7_part_191.wav,../data_processed_voc/txt/voc_7_part_191.txt,but they -- they're very good at what they do.  Very good.,BUT THEY THEY'RE VERY GOOD AT WHAT THEY DO VERY GOOD,5.686,0
../data_processed_voc/wav/voc_18_part_243.wav,../data_processed_voc/txt/voc_18_part_243.txt,I'm not a still-water fisherman I'd I went up to Shasta lake one time catfishing at night last year and one time catfishing in the middle of the day and then one when I went fishing the middle of the day I caught about a four pounder I brought it home and I put it in that sink over there and it was alive,I'M NOT A STILL WATER FISHERMAN I'D I WENT UP TO SHASTA LAKE ONE TIME CATFISHING AT NIGHT LAST YEAR AND ONE TIME CATFISHING IN THE MIDDLE OF THE DAY AND THEN ONE WHEN I WENT FISHING THE MIDDLE OF THE DAY I CAUGHT ABOUT A FOUR POUNDER I BROUGHT IT HOME AND I PUT IT IN THAT SINK OVER THERE AND IT WAS ALIVE,23.12,0
../data_processed_voc/wav/voc_30_part_103.wav,../data_processed_voc/txt/voc_30_part_103.txt,"I used to hate going to Sna Fransisco, 'cause i lived on a ranch and then you go to like all the cities and all these people and I was like, culture shock, um so in that respect, as far as um the ammount of people and the mount of stuff uh I thought San Fransisco was the polar opposite of Salinas 'cause like I said I was on a ranch so that's-- there's no ranches in freakin San Francisco {LG}",I USED TO HATE GOING TO SNA FRANSISCO 'CAUSE I LIVED ON A RANCH AND THEN YOU GO TO LIKE ALL THE CITIES AND ALL THESE PEOPLE AND I WAS LIKE CULTURE SHOCK UM SO IN THAT RESPECT AS FAR AS UM THE AMMOUNT OF PEOPLE AND THE MOUNT OF STUFF UH I THOUGHT SAN FRANSISCO WAS THE POLAR OPPOSITE OF SALINAS 'CAUSE LIKE I SAID I WAS ON A RANCH SO THAT'S THERE'S NO RANCHES IN FREAKIN SAN FRANCISCO,23.767,0
../data_processed/wav/PRV_se0_ag2_m_02_1_part_94.wav,../data_processed/txt/PRV_se0_ag2_m_02_1_part_94.txt,"You know, I mean when you see houses sitting in the highway, you know, that water pushed in the highway [and everything], the houses just tore all to pieces, just",YOU KNOW I MEAN WHEN YOU SEE HOUSES SITTING IN THE HIGHWAY YOU KNOW THAT WATER PUSHED IN THE HIGHWAY AND EVERYTHING THE HOUSES JUST TORE ALL TO PIECES JUST,6.7570000000000014,1
../data_processed_voc/wav/voc_10_part_420.wav,../data_processed_voc/txt/voc_10_part_420.txt,cuz I could remember going to San Francisco and having to wear gloves and a hat and and ... now they don't,CAUSE I COULD REMEMBER GOING TO SAN FRANCISCO AND HAVING TO WEAR GLOVES AND A HAT AND AND NOW THEY DON'T,6.761,0
../data_processed_voc/wav/voc_17_part_49.wav,../data_processed_voc/txt/voc_17_part_49.txt,"high school-ish atmosphere, where everyone knows everyone you know, you're in the same social circer- circles, so, you know, one guy might've dated some girl, and now she's like off limits for ever- you know, stuff like that. So, it was kind of, you know, kind of high school-ish in that aspect.",HIGH SCHOOL ISH ATMOSPHERE WHERE EVERYONE KNOWS EVERYONE YOU KNOW YOU'RE IN THE SAME SOCIAL CIRCER CIRCLES SO YOU KNOW ONE GUY MIGHT'VE DATED SOME GIRL AND NOW SHE'S LIKE OFF LIMITS FOR EVER YOU KNOW STUFF LIKE THAT SO IT WAS KIND OF YOU KNOW KIND OF HIGH SCHOOL ISH IN THAT ASPECT,15.54,0
../data_processed/wav/DCB_se1_ag3_m_02_1_part_12.wav,../data_processed/txt/DCB_se1_ag3_m_02_1_part_12.txt,"<ts> What they say in Baltimore? I keep forgetting. Or- or in New York they'll say, hey man, you going on me or something like that? Or- <laugh> It just funny you know, joning is a thing in DC with what we do, it's fun, it's funny. You know it really don't take no personal feeling but sometimes people do get personal.",WHAT THEY SAY IN BALTIMORE I KEEP FORGETTING OR OR IN NEW YORK THEY'LL SAY HEY MAN YOU GOING ON ME OR SOMETHING LIKE THAT OR IT JUST FUNNY YOU KNOW JONING IS A THING IN DC WITH WHAT WE DO IT'S FUN IT'S FUNNY YOU KNOW IT REALLY DON'T TAKE NO PERSONAL FEELING BUT SOMETIMES PEOPLE DO GET PERSONAL,21.407,1
../data_processed/wav/ATL_se0_ag1_m_01_1_part_73.wav,../data_processed/txt/ATL_se0_ag1_m_01_1_part_73.txt,"and, uh, Serena is definitely, you know. Shit, I feel like it's me though. Cause I really feel like I don't know, bruh. This shit that I'm doing, I been staying down on it so long. I been doing this graphic design shit damn near my whole life. You know what I'm saying, like even back to when we had the old fat ass computer with the booty on the back of it.",AND UH SERENA IS DEFINITELY YOU KNOW SHIT I FEEL LIKE IT'S ME THOUGH CAUSE I REALLY FEEL LIKE I DON'T KNOW BRUH THIS SHIT THAT I'M DOING I BEEN STAYING DOWN ON IT SO LONG I BEEN DOING THIS GRAPHIC DESIGN SHIT DAMN NEAR MY WHOLE LIFE YOU KNOW WHAT I'M SAYING LIKE EVEN BACK TO WHEN WE HAD THE OLD FAT ASS COMPUTER WITH THE BOOTY ON THE BACK OF IT,20.266,1
../data_processed_voc/wav/voc_7_part_53.wav,../data_processed_voc/txt/voc_7_part_53.txt,is a retired teacher although she was actually a nurse and worked in the health occupations they called it at R O P which is in the middle of Car Lake. When I was a little kid we used to go out in there and make rafts and float around,IS A RETIRED TEACHER ALTHOUGH SHE WAS ACTUALLY A NURSE AND WORKED IN THE HEALTH OCCUPATIONS THEY CALLED IT AT R OH P WHICH IS IN THE MIDDLE OF CAR LAKE WHEN I WAS A LITTLE KID WE USED TO GO OUT IN THERE AND MAKE RAFTS AND FLOAT AROUND,16.212,0
../data_processed_voc/wav/voc_9_part_104.wav,../data_processed_voc/txt/voc_9_part_104.txt,you know we get the -- the heat as you know in the summertime but.,YOU KNOW WE GET THE THE HEAT AS YOU KNOW IN THE SUMMERTIME BUT,5.777,0
../data_processed_voc/wav/voc_1_part_120.wav,../data_processed_voc/txt/voc_1_part_120.txt,they will start dancing about my last five songs ... so they will come they will enjoy it they love listening to the goth music or the dark wave ... but they will start dancing toward the end and so I'm starting to get to a place where I will put goth and dark wave at the beginning and then I'll start getting into,THEY WILL START DANCING ABOUT MY LAST FIVE SONGS SO THEY WILL COME THEY WILL ENJOY IT THEY LOVE LISTENING TO THE GOTH MUSIC OR THE DARK WAVE BUT THEY WILL START DANCING TOWARD THE END AND SO I'M STARTING TO GET TO A PLACE WHERE I WILL PUT GOTH AND DARK WAVE AT THE BEGINNING AND THEN I'LL START GETTING INTO,20.965999999999998,0
../data_processed_voc/wav/voc_37_part_134.wav,../data_processed_voc/txt/voc_37_part_134.txt,"Um This is separate from the enforcement attorneys who bring like actions against violators, things like that.",UM THIS IS SEPARATE FROM THE ENFORCEMENT ATTORNEYS WHO BRING LIKE ACTIONS AGAINST VIOLATORS THINGS LIKE THAT,7.38,0
../data_processed_voc/wav/voc_10_part_181.wav,../data_processed_voc/txt/voc_10_part_181.txt,uhuh [yes] sure yeah I mean you wouldn't see me in a cowboy hat and boots,UHUH SURE YEAH I MEAN YOU WOULDN'T SEE ME IN A COWBOY HAT AND BOOTS,5.574,0
../data_processed_voc/wav/voc_36_part_55.wav,../data_processed_voc/txt/voc_36_part_55.txt,"So this college is very close to becoming a hundred years -- uh, a hundred years old, yeah. Two years, right? We're ninety-eight years old now. So, I -- I -- I watched the history of this place and watch it change a lot. Um, my -- my current partner is a man named Dick Schmidt. I was hoping to get him to be able to talk to you guys. Um. And he was born here in nineteen forty-three. {LS} In this central city part of the town.",SO THIS COLLEGE IS VERY CLOSE TO BECOMING A HUNDRED YEARS UH A HUNDRED YEARS OLD YEAH TWO YEARS RIGHT WE'RE NINETY EIGHT YEARS OLD NOW SO I I I WATCHED THE HISTORY OF THIS PLACE AND WATCH IT CHANGE A LOT UM MY MY CURRENT PARTNER IS A MAN NAMED DICK SCHMIDT I WAS HOPING TO GET HIM TO BE ABLE TO TALK TO YOU GUYS UM AND HE WAS BORN HERE IN NINETEEN FORTY THREE IN THIS CENTRAL CITY PART OF THE TOWN,20.502,0
../data_processed_voc/wav/voc_13_part_11.wav,../data_processed_voc/txt/voc_13_part_11.txt,she uh went back a couple of times to visit her family that was back there which was huge i- she had a lot of family back there and um the last time she went back um she said would be the last time  that was it she was  cut those ties and out you know she was here so,SHE UH WENT BACK A COUPLE OF TIMES TO VISIT HER FAMILY THAT WAS BACK THERE WHICH WAS HUGE I SHE HAD A LOT OF FAMILY BACK THERE AND UM THE LAST TIME SHE WENT BACK UM SHE SAID WOULD BE THE LAST TIME THAT WAS IT SHE WAS CUT THOSE TIES AND OUT YOU KNOW SHE WAS HERE SO,19.718,0
../data_processed_voc/wav/voc_0_part_299.wav,../data_processed_voc/txt/voc_0_part_299.txt,he built the arena and everything then we started going down there And then finally why uh Redding built the arena rodeo grounds They built that I'm trying to think in the fifties. Late fifties uh they built the rodeo grounds,HE BUILT THE ARENA AND EVERYTHING THEN WE STARTED GOING DOWN THERE AND THEN FINALLY WHY UH REDDING BUILT THE ARENA RODEO GROUNDS THEY BUILT THAT I'M TRYING TO THINK IN THE FIFTIES LATE FIFTIES UH THEY BUILT THE RODEO GROUNDS,21.951,0
../data_processed/wav/DCB_se1_ag3_m_03_1_part_31.wav,../data_processed/txt/DCB_se1_ag3_m_03_1_part_31.txt,"[So], you know, that's just how that is. Have you ever- uh, have you ever participated in a band? Yeah I actually have. Man, I actually- Well, when I was younger when we first started I was [about-] [How old] were you? I was about like, thirteen, fourteen, seventh- seventh, eighth grade, ninth grade. You know what I'm saying, we started a band called Young Influence Band. You know what I'm saying, I used to- I used to be the singer in that band. I went from like the drummer playing the drum,",SO YOU KNOW THAT'S JUST HOW THAT IS HAVE YOU EVER UH HAVE YOU EVER PARTICIPATED IN A BAND YEAH I ACTUALLY HAVE MAN I ACTUALLY WELL WHEN I WAS YOUNGER WHEN WE FIRST STARTED I WAS ABOUT HOW OLD WERE YOU I WAS ABOUT LIKE THIRTEEN FOURTEEN SEVENTH SEVENTH EIGHTH GRADE NINTH GRADE YOU KNOW WHAT I'M SAYING WE STARTED A BAND CALLED YOUNG INFLUENCE BAND YOU KNOW WHAT I'M SAYING I USED TO I USED TO BE THE SINGER IN THAT BAND I WENT FROM LIKE THE DRUMMER PLAYING THE DRUM,24.105,1
../data_processed_voc/wav/voc_33_part_62.wav,../data_processed_voc/txt/voc_33_part_62.txt,right on the border of Rancho Cordova  so I might stop at Costco on my way home from work um might go into Fulsom for dinner or for shopping um not go to the mall as much. I might run over to Sunrise Mall for something.,RIGHT ON THE BORDER OF RANCHO CORDOVA SO I MIGHT STOP AT COSTCO ON MY WAY HOME FROM WORK UM MIGHT GO INTO FULSOM FOR DINNER OR FOR SHOPPING UM NOT GO TO THE MALL AS MUCH I MIGHT RUN OVER TO SUNRISE MALL FOR SOMETHING,21.015,0
../data_processed_voc/wav/voc_6_part_58.wav,../data_processed_voc/txt/voc_6_part_58.txt,Okay so when the navy called  nearly all of the people who showed up at Austin for the navy were from California  and they -- at that point they asked us to choose one of the engineering professions,OKAY SO WHEN THE NAVY CALLED NEARLY ALL OF THE PEOPLE WHO SHOWED UP AT AUSTIN FOR THE NAVY WERE FROM CALIFORNIA AND THEY AT THAT POINT THEY ASKED US TO CHOOSE ONE OF THE ENGINEERING PROFESSIONS,21.291999999999998,0
../data_processed/wav/DCB_se3_ag4_f_02_1_part_18.wav,../data_processed/txt/DCB_se3_ag4_f_02_1_part_18.txt,"So they either- after a certain point, we either got- they either sent us to private schools- most of us went to private schools, or they bussed us to- or we went to- and when I say bussed, I don't mean like, you know, really bussed. I mean like we would catch- we would have to catch a bus, get on the bus and go,",SO THEY EITHER AFTER A CERTAIN POINT WE EITHER GOT THEY EITHER SENT US TO PRIVATE SCHOOLS MOST OF US WENT TO PRIVATE SCHOOLS OR THEY BUSSED US TO OR WE WENT TO AND WHEN I SAY BUSSED I DON'T MEAN LIKE YOU KNOW REALLY BUSSED I MEAN LIKE WE WOULD CATCH WE WOULD HAVE TO CATCH A BUS GET ON THE BUS AND GO,20.261,1
../data_processed_voc/wav/voc_3_part_10.wav,../data_processed_voc/txt/voc_3_part_10.txt,a lot and it makes people mad just because a lot of times I play devil's advocate  and oth- th- nobody really knows what I actually believe,A LOT AND IT MAKES PEOPLE MAD JUST BECAUSE A LOT OF TIMES I PLAY DEVIL'S ADVOCATE AND OTH TH NOBODY REALLY KNOWS WHAT I ACTUALLY BELIEVE,9.457,0
../data_processed_voc/wav/voc_24_part_29.wav,../data_processed_voc/txt/voc_24_part_29.txt,The Mount Shasta Mall over on Hilltop. and uh there was another store I think it was a bath supply type place or something and they had designed it that to walk into the store you actually walked over like a little wood bridge to go into it and there was just uniqueness. There was a a burger place that the whole front of it,THE MOUNT SHASTA MALL OVER ON HILLTOP AND UH THERE WAS ANOTHER STORE I THINK IT WAS A BATH SUPPLY TYPE PLACE OR SOMETHING AND THEY HAD DESIGNED IT THAT TO WALK INTO THE STORE YOU ACTUALLY WALKED OVER LIKE A LITTLE WOOD BRIDGE TO GO INTO IT AND THERE WAS JUST UNIQUENESS THERE WAS A A BURGER PLACE THAT THE WHOLE FRONT OF IT,21.883000000000003,0
../data_processed/wav/ROC_se0_ag3_f_02_2_part_14.wav,../data_processed/txt/ROC_se0_ag3_f_02_2_part_14.txt,"And, my mother, I know it hurt her. And, she have to- She h- took me to a gas station at the twelve corners, when I had to go to the bathroom. So, that was a problem for her to leave work. And walk me down  to a gas station and go to bathroom.",AND MY MOTHER I KNOW IT HURT HER AND SHE HAVE TO SHE H TOOK ME TO A GAS STATION AT THE TWELVE CORNERS WHEN I HAD TO GO TO THE BATHROOM SO THAT WAS A PROBLEM FOR HER TO LEAVE WORK AND WALK ME DOWN TO A GAS STATION AND GO TO BATHROOM,20.668000000000006,1
../data_processed/wav/DCB_se2_ag2_m_01_1_part_110.wav,../data_processed/txt/DCB_se2_ag2_m_01_1_part_110.txt,"[<laugh>] Well, the demographics again. I don't see that many white people in DC where I hang out at.",WELL THE DEMOGRAPHICS AGAIN I DON'T SEE THAT MANY WHITE PEOPLE IN DC WHERE I HANG OUT AT,7.185,1
../data_processed_voc/wav/voc_10_part_30.wav,../data_processed_voc/txt/voc_10_part_30.txt,wa- yeah friends yeah uh people in town are more your friend for a while and then no longer yeah,WA YEAH FRIENDS YEAH UH PEOPLE IN TOWN ARE MORE YOUR FRIEND FOR A WHILE AND THEN NO LONGER YEAH,8.721,0
../data_processed_voc/wav/voc_34_part_267.wav,../data_processed_voc/txt/voc_34_part_267.txt,"But, you know, she beat out her friend {BR} and we're all friends, and we still are. {BR} A- +And -- with her parents too. {BR} But um",BUT YOU KNOW SHE BEAT OUT HER FRIEND AND WE'RE ALL FRIENDS AND WE STILL ARE A AND WITH HER PARENTS TOO BUT UM,8.806000000000001,0
../data_processed/wav/DCB_se2_ag4_f_03_1_part_85.wav,../data_processed/txt/DCB_se2_ag4_f_03_1_part_85.txt,"Cause we started there- When I went to Shiloh, I was fourteen, and I think we got together when- uh- two years after that,",CAUSE WE STARTED THERE WHEN I WENT TO SHILOH I WAS FOURTEEN AND I THINK WE GOT TOGETHER WHEN UH TWO YEARS AFTER THAT,8.383,1
../data_processed/wav/DCB_se3_ag3_f_01_1_part_56.wav,../data_processed/txt/DCB_se3_ag3_f_01_1_part_56.txt,"<ts> No. Absolutely not and it wasn't even like I'm walking- well, did I- I might've walked- did I walk to /RD-NAME-2/ house? I don't think so, like I remember driving those few blo- I feel like ev- either one of those houses involved a car. So, <laugh> whether necessary or not. I think I went to one",NO ABSOLUTELY NOT AND IT WASN'T EVEN LIKE I'M WALKING WELL DID I I MIGHT'VE WALKED DID I WALK TO HOUSE I DON'T THINK SO LIKE I REMEMBER DRIVING THOSE FEW BLO I FEEL LIKE EV EITHER ONE OF THOSE HOUSES INVOLVED A CAR SO WHETHER NECESSARY OR NOT I THINK I WENT TO ONE,20.181,1
../data_processed/wav/ATL_se0_ag2_f_01_1_part_74.wav,../data_processed/txt/ATL_se0_ag2_f_01_1_part_74.txt,"it wasn't my thing. I wanted to get out and do what I wanted to do, but the crazy thing was I didn't know what exactly I wanted to do, so. I was just always all over the place.",IT WASN'T MY THING I WANTED TO GET OUT AND DO WHAT I WANTED TO DO BUT THE CRAZY THING WAS I DIDN'T KNOW WHAT EXACTLY I WANTED TO DO SO I WAS JUST ALWAYS ALL OVER THE PLACE,11.69,1
../data_processed/wav/DCB_se2_ag3_m_01_1_part_137.wav,../data_processed/txt/DCB_se2_ag3_m_01_1_part_137.txt,"I think that that says a lot about what we look at as community. The fact that we can have Parkland here at nineteenth, and then two blocks over at twenty second have a deuce deuce, and there's a beef. Y'all two blocks apart from each other, but Parkland kids won't walk up twenty second street.",I THINK THAT THAT SAYS A LOT ABOUT WHAT WE LOOK AT AS COMMUNITY THE FACT THAT WE CAN HAVE PARKLAND HERE AT NINETEENTH AND THEN TWO BLOCKS OVER AT TWENTY SECOND HAVE A DEUCE DEUCE AND THERE'S A BEEF Y'ALL TWO BLOCKS APART FROM EACH OTHER BUT PARKLAND KIDS WON'T WALK UP TWENTY SECOND STREET,20.199,1
../data_processed/wav/DCB_se1_ag3_m_01_1_part_69.wav,../data_processed/txt/DCB_se1_ag3_m_01_1_part_69.txt,"That's not acceptable. That's- see- that's what our owner thinks, oh we at least- we go to- No, it's about winning championships No, you know what I mean? It's weird, but what does- you know- he wouldn't run a business- if he ran a business- he's a mill- billionaire, so if he ran a business like he ran a team, and that's unacceptable, he didn't run his business like that to reach a-",THAT'S NOT ACCEPTABLE THAT'S SEE THAT'S WHAT OUR OWNER THINKS OH WE AT LEAST WE GO TO NO IT'S ABOUT WINNING CHAMPIONSHIPS NO YOU KNOW WHAT I MEAN IT'S WEIRD BUT WHAT DOES YOU KNOW HE WOULDN'T RUN A BUSINESS IF HE RAN A BUSINESS HE'S A MILL BILLIONAIRE SO IF HE RAN A BUSINESS LIKE HE RAN A TEAM AND THAT'S UNACCEPTABLE HE DIDN'T RUN HIS BUSINESS LIKE THAT TO REACH A,20.738000000000003,1
../data_processed/wav/ROC_se0_ag3_f_01_1_part_21.wav,../data_processed/txt/ROC_se0_ag3_f_01_1_part_21.txt,"I see a lot, um, around like call centers where a long time ago, you- you- maybe one or two call centers. Now everyone has call centers. So that's basically where people go to get their- their employment.",I SEE A LOT UM AROUND LIKE CALL CENTERS WHERE A LONG TIME AGO YOU YOU MAYBE ONE OR TWO CALL CENTERS NOW EVERYONE HAS CALL CENTERS SO THAT'S BASICALLY WHERE PEOPLE GO TO GET THEIR THEIR EMPLOYMENT,14.14,1
../data_processed/wav/ATL_se0_ag2_m_01_1_part_2.wav,../data_processed/txt/ATL_se0_ag2_m_01_1_part_2.txt,"But I know your birth name is attached to the universe like that's the first label that you get when you come into this life, so I'm not ashamed of my name neither. It's just, what people do with people's names nowadays, from identity theft to I know cats that been stopped and used",BUT I KNOW YOUR BIRTH NAME IS ATTACHED TO THE UNIVERSE LIKE THAT'S THE FIRST LABEL THAT YOU GET WHEN YOU COME INTO THIS LIFE SO I'M NOT ASHAMED OF MY NAME NEITHER IT'S JUST WHAT PEOPLE DO WITH PEOPLE'S NAMES NOWADAYS FROM IDENTITY THEFT TO I KNOW CATS THAT BEEN STOPPED AND USED,20.438,1
../data_processed/wav/DCB_se1_ag2_m_03_1_part_22.wav,../data_processed/txt/DCB_se1_ag2_m_03_1_part_22.txt,"you know what I mean. Like regardless of what the situation is or what needs to be done, it's no- You know, family's first and, you know, just gotta get the job done and, you know, priorities, and basically, you know, just, you know, leave her- /paddle/ her legacy to me, you know. And just like, you know, fulfill her shoes basically. Mm-hm.",YOU KNOW WHAT I MEAN LIKE REGARDLESS OF WHAT THE SITUATION IS OR WHAT NEEDS TO BE DONE IT'S NO YOU KNOW FAMILY'S FIRST AND YOU KNOW JUST GOTTA GET THE JOB DONE AND YOU KNOW PRIORITIES AND BASICALLY YOU KNOW JUST YOU KNOW LEAVE HER PADDLE HER LEGACY TO ME YOU KNOW AND JUST LIKE YOU KNOW FULFILL HER SHOES BASICALLY MM HM,23.273000000000003,1
../data_processed_voc/wav/voc_25_part_26.wav,../data_processed_voc/txt/voc_25_part_26.txt,Well of course  it doesn't have to said that growth can be -- can be helpful and harmful in both ways. I think that we have become a less personalized city. Um I used to be able to go downtown as a young person and I'd always run into people I knew. You'd walk down K street and,WELL OF COURSE IT DOESN'T HAVE TO SAID THAT GROWTH CAN BE CAN BE HELPFUL AND HARMFUL IN BOTH WAYS I THINK THAT WE HAVE BECOME A LESS PERSONALIZED CITY UM I USED TO BE ABLE TO GO DOWNTOWN AS A YOUNG PERSON AND I'D ALWAYS RUN INTO PEOPLE I KNEW YOU'D WALK DOWN K STREET AND,25.538,0
../data_processed/wav/ATL_se0_ag2_f_02_1_part_4.wav,../data_processed/txt/ATL_se0_ag2_f_02_1_part_4.txt,"Can't say that I agree to that. Um, <laugh> I ended up having children and, you know, didn't wanna transition them back and forth from schools, cause I moved a lot when I was young.",CAN'T SAY THAT I AGREE TO THAT UM I ENDED UP HAVING CHILDREN AND YOU KNOW DIDN'T WANNA TRANSITION THEM BACK AND FORTH FROM SCHOOLS CAUSE I MOVED A LOT WHEN I WAS YOUNG,13.56,1
../data_processed_voc/wav/voc_6_part_24.wav,../data_processed_voc/txt/voc_6_part_24.txt,Okay in the very beginning there was a company called Penryn Fruit Company and that covered many many acres of -- of land growing um plums and pears originally some cherries and some peaches.,OKAY IN THE VERY BEGINNING THERE WAS A COMPANY CALLED PENRYN FRUIT COMPANY AND THAT COVERED MANY MANY ACRES OF OF LAND GROWING UM PLUMS AND PEARS ORIGINALLY SOME CHERRIES AND SOME PEACHES,21.113000000000003,0
../data_processed/wav/PRV_se0_ag3_f_01_2_part_1.wav,../data_processed/txt/PRV_se0_ag3_f_01_2_part_1.txt,"And when I look back over my life and the flood and everything that I been through to know I thought that I was fixed financially. I thought I was fixed uh, /materially-wised/.",AND WHEN I LOOK BACK OVER MY LIFE AND THE FLOOD AND EVERYTHING THAT I BEEN THROUGH TO KNOW I THOUGHT THAT I WAS FIXED FINANCIALLY I THOUGHT I WAS FIXED UH MATERIALLY WISED,17.104,1
../data_processed_voc/wav/voc_28_part_66.wav,../data_processed_voc/txt/voc_28_part_66.txt,"he said ""you can"" um ""just pull both of those"" uh ""those steering levers back and and so that it puts it in neutral"" and uh ""then just steer with your brakes"" [inaudbile] and you'd come down the hill where you and rigs just come flying down that hill and uh I come down that dip and that madrone was there and I just went right over it and just kind of launched the CAT into the air aways and",HE SAID YOU CAN UM JUST PULL BOTH OF THOSE UH THOSE STEERING LEVERS BACK AND AND SO THAT IT PUTS IT IN NEUTRAL AND UH THEN JUST STEER WITH YOUR BRAKES AND YOU'D COME DOWN THE HILL WHERE YOU AND RIGS JUST COME FLYING DOWN THAT HILL AND UH I COME DOWN THAT DIP AND THAT MADRONE WAS THERE AND I JUST WENT RIGHT OVER IT AND JUST KIND OF LAUNCHED THE CAT INTO THE AIR AWAYS AND,27.088,0
../data_processed/wav/DCB_se1_ag2_m_03_2_part_31.wav,../data_processed/txt/DCB_se1_ag2_m_03_2_part_31.txt,"[Right.] /uh, st-/ like a and one thing happened and whatever, you know what I'm saying, it was some- something petty, but they still locked me up, so I ain't need peep the shit, took my fingerprint and everything. So then like, they let me go whatever, and it's like I checked my paperwork, these joints still had my brother name on it. I'm like, damn, like, you know what I'm saying, I could have been petty like, yeah, I'm /RD-NAME-5/, or, you know what I'm saying, just been like, nah yeah, whatever. But, you know, I'm like, nah I'm the- y'all got the wrong name, wrong person, you know what I'm saying, y'all lunching, [you know what I'm saying.]",RIGHT UH ST LIKE A AND ONE THING HAPPENED AND WHATEVER YOU KNOW WHAT I'M SAYING IT WAS SOME SOMETHING PETTY BUT THEY STILL LOCKED ME UP SO I AIN'T NEED PEEP THE SHIT TOOK MY FINGERPRINT AND EVERYTHING SO THEN LIKE THEY LET ME GO WHATEVER AND IT'S LIKE I CHECKED MY PAPERWORK THESE JOINTS STILL HAD MY BROTHER NAME ON IT I'M LIKE DAMN LIKE YOU KNOW WHAT I'M SAYING I COULD HAVE BEEN PETTY LIKE YEAH I'M OR YOU KNOW WHAT I'M SAYING JUST BEEN LIKE NAH YEAH WHATEVER BUT YOU KNOW I'M LIKE NAH I'M THE Y'ALL GOT THE WRONG NAME WRONG PERSON YOU KNOW WHAT I'M SAYING Y'ALL LUNCHING YOU KNOW WHAT I'M SAYING,22.657,1
../data_processed_voc/wav/voc_9_part_150.wav,../data_processed_voc/txt/voc_9_part_150.txt,you know and my sister in law said oh when you go back home they know that you've been here and like the word for chicken over there is chook.,YOU KNOW AND MY SISTER IN LAW SAID OH WHEN YOU GO BACK HOME THEY KNOW THAT YOU'VE BEEN HERE AND LIKE THE WORD FOR CHICKEN OVER THERE IS CHOOK,11.61,0
