/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_m_01_1_part_193.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_m_01_1_part_193.txt,DC WELL DC P DC PEOPLE LIKE THEY LIKE TO SAY MO AND BOB,1,DC? Well DC p- DC people like they like to say Mo and Bob.,5.3439999999999985
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag1_m_03_1_part_79.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag1_m_03_1_part_79.txt,OUR FAMILY IS DIE HARD LAKER FANS LIKE WE DON'T THEY DON'T PLAY THEY IS DIE HARD LAKER FANS,1,"Our family is die hard Laker fans, like we don't- they don't play. They is die hard Laker [fans.] (laughing)",6.025
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_m_03_1_part_19.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_m_03_1_part_19.txt,UM WENT AND VISITED A COUPLE OF OTHER PLACES HAD LIKE HOMES IN OTHER PLACES LIKE UH MICHIGAN AND UM YEAH SAGINAW MICHIGAN THAT'S EXACTLY WHERE IT'S AT AND UH HARLEM NEW YORK CAUSE MOST OF MY FAMILY IS FROM HARLEM UM BUT OTHER THAN THAT YEAH I WAS IT WAS MOSTLY HERE,1,"Um, went and visited a couple of other places, had like homes in other places, like, uh, Michigan and, um, yeah, Saginaw, Michigan, that's exactly where it's at. <laugh> And, uh, Harlem, New York, cause most of my family is from Harlem. Um, but other than that, yeah, I was- it was mostly here.",20.19
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag2_m_01_1_part_17.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag2_m_01_1_part_17.txt,I GO BACK THERE ALL THE TIME MY MY FRIENDS THEY WHAT THEY DID WAS THEY THEY S TORE DOWN THE NEIGHBORHOOD AND THEY REBUILT IT AND A LOT OF PEOPLE THAT USED TO LIVE THERE MOVED BACK SO ONE OF MY FRIENDS WELL MY BEST FRIEND HE'S THEY MOVE ONE OF THE PEOPLE THAT MOVED BACK SO I GO THERE I GO THERE OFTEN WELL I USED TO ANYWAY,1,"I go back there all the time. My- my friends, they- What they did was they- they s- tore down the neighborhood, and they rebuilt it. And a lot of people that used to live there moved back. So one of my friends- Well, my best friend, he's- they move- one of the people that moved back, so I go there- I go there often. Well I used to anyway.",13.985
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_m_03_2_part_50.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_m_03_2_part_50.txt,IT'S LIKE HOW THEM CATS SAY SO IT CAN BE USED IN A LOT OF DIFFERENT TERMS S YOU YOU KNOW D IT DEPEND DEPENDING YEAH DEPENDING ON HOW YOU STATE IT DEPENDING ON HOW YOU KNOW YOU KNOW HOW YOU YOU KNOW HOW YOU PHRASE IT YOU KNOW WHAT I'M SAYING LIKE A LOT OF DIFFERENT WAYS YOU KNOW I MIGHT CRACK A JOKE AND IT BE LIKE YEAH MAN YOU KNOW I SEEN YOU ON YOU KNOW FOUR NINETY FIVE YOU KNOW YOU WASN'T NOWHERE GOING FAST YOU KNOW WHAT I'M SAYING YOU SEEN YOU KNOW YOU SEEN MY REAR VIEW YOU KNOW WHAT I'M SAYING SHORTY LOOK MAN LOOK,1,"it's like how them cats [say-] [So] it can be used in a lot of different terms? S- /unintelligible/ you- you know, d- it [depend- depending- yeah], depending on how you state it. Depending on how- you know, you know, how you- you know, how you phrase it, you know what I'm saying. Like, [A lot of different ways?] you know, I might crack a joke and it be like, yeah man, you know, I seen you on, you know, four ninety-five, you know, you wasn't nowhere going fast, you know what I'm saying, you seen- you know, you seen my rear view, you know what I'm saying, shorty, look man look,",23.027
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag2_m_02_2_part_17.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag2_m_02_2_part_17.txt,BUT IT'S JUST SOMETHING ABOUT HOG YOU KNOW JUST YOU JUST THINK OF THE NEGATIVE THINGS ABOUT HOG,1,"But it's just something about hog you know, just you just think of the negative things about hog.",6.169
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_01_1_part_32.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_01_1_part_32.txt,UM AND SOMEHOW I BECAME A MAJOR ROLE IN MY FAMILY SOMEHOW MY MOM STARTED DRINKING SHE HAD A TUMULTUOUS RELATIONSHIP WITH MY FATH STEPFATHER UM AS CHILDREN YOU KNOW YOU HAD A PLACE YOU DIDN'T INTER YOU KNOW YOU DIDN'T INTERVENE,1,"Um, and somehow, I became a major role in my family, somehow. My mom started drinking. She had a tumultuous relationship with my fath- stepfather. Um, as children, you know, you had a place. You didn't inter- You know, you didn't intervene.",21.721
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_m_01_3_part_46.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_m_01_3_part_46.txt,LETCHWORTH STATE PARK A LOT OF STATE PARKS BECAUSE YOU KNOW I WAS A BOY SCOUT CAMPING HIKING THAT TYPE OF THING UM I LIKE S THE SOUTH WEDGE HANGING OUT IN LIKE THE PARK AVE AREA THERE'S A LOT OF COOL SHOPS AND WALKING AND THINGS LIKE THAT I LIKE EVENTS AROUND THE U OF R OR AT THE U OF R,1,"Letchworth State Park. A lot of state parks, because, you know,  I was a boy scout. Camping, hiking, that type of thing. <ts> Um, I like S- the South Wedge. Hanging out in like, the Park Ave. area. There's a lot of cool shops and walking, and things like that. I like events around the U of R. Or, at the U of R.",20.521
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag4_m_02_4_part_11.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag4_m_02_4_part_11.txt,WASN'T IT CALLED FELA WHAT WAS THAT MUSICAL CALLED I THOUGHT IT WAS FELA I CAN'T REMEMBER THE NAME OF IT,1,Wasn't it called Fela? What was that musical called? I thought it was Fela. I can't remember the [name of it.],7.062
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_164.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_164.txt,TO THEM TO THE YOUNG PEOPLE WHO CHOSE TO COME TO THE CLUB WHO HAD FRIENDS WHO DIDN'T CHOOSE TO COME TO THE CLUB BECAUSE THEY MADE OTHER CHOICES THAT WERE NOT ALWAYS POSITIVE CHOICES AND WHAT THAT MEANT FOR THEM TO STAND UP AND SAY YEP I'M GONNA BE DIFFERENT BECAUSE THAT'S WHAT I WANNA DO THAT'S WHO I CHOOSE TO BE,1,"to them, to the young people who chose to come to the Club who had friends who didn't choose to come to the Club because they made other choices that were not always positive choices, and what that meant for them to stand up and say, yup, I'm gonna be different because that's what I wanna do. That's who I choose to be.",20.739
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_f_01_2_part_7.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_f_01_2_part_7.txt,YEAH BUT HE WAS ONE REASON AND BACK THEN IN THEM DAYS I DON'T KNOW IF MY MOTHER KNEW WHAT WAS GOING ON BUT I DON'T THINK SHE WAS THE TYPE OF WOMAN THAT WANTED TO SAY TOO MUCH ABOUT IT,1,Yeah but he was one reason and back /then in them/ days I don't know if- My mother knew what was going on but I don't think she was the type of woman that wanted to say too much about [it.],13.353
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_m_03_1_part_88.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_m_03_1_part_88.txt,OTHER THAN LIKE NEW YORK NIGGAS YOU KNOW WHAT I'M SAYING WE HAVE THE MOST LIKE IF YOU WAS FROM ANOTHER CITY YOU COME TO DC OR MARYLAND YOU WOULDN'T KNOW WHAT THE FUCK A NIGGA WAS TALKING ABOUT YOU KNOW WHAT I'M SAYING LIKE WHAT THE FUCK IS Y'ALL TALKING ABOUT MO LIKE WHAT THE FUCK WHO THE FUCK IS MO WHAT W WHO THE FUCK IS BOB LIKE YOU KNOW WHAT I'M SAYING LIKE,1,"other than like, New York niggas. You know what I'm saying, we have the most- Like if you was from another city, you come to DC or Maryland, you wouldn't know what the fuck a nigga was talking about. You know what I'm saying, [like what the fuck] is y'all [<laugh>] talking about, Mo? Like, what the fuck? Who the fuck is Mo? What- w- who the fuck is Bob? Like, you know what I'm saying, [like-]",21.985
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag1_m_02_1_part_60.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag1_m_02_1_part_60.txt,IF IT YOU KNOW WHAT I'M SAYING GOT A GOOD RHYTHM IF I CAN FEEL IT I MEAN AND THE THING IS WHO ARE YOU TO TELL ME WHAT FEELS GOOD TO ME,1,"[if it-] you know what I'm saying, got a good rhythm, if I can feel it, I mean, and the thing is, who are you to tell me what feels good to me.",6.908
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_04_1_part_241.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_04_1_part_241.txt,UM YOU KNOW AT TWELVE THIRTEEN YEARS OLD DRESSING UP TO GO TO DINNER UM THAT WAS A REALLY BIG IN OUR FAMILY THEN GROWING UP THAT WAS REALLY IMPORTANT TO HIM UM SO NOW DO I HAVE A FAVORITE NOW AS LONG AS YOU HAVE DECENT SEAFOOD I'M GOOD,1,"Um, you know, at twelve, thirteen years old, dressing up to go to dinner. Um, that was a really big in our family then, growing up. That was really important to him. Um, so now- Do I have a favorite now? As long as you have decent seafood I'm good.",18.601
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_02_1_part_138.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_02_1_part_138.txt,I DON'T I'VE NEVER HAD NEVER HAD A NEGATIVE EXPERIENCE AND IT'S CRAZY BECAUSE MY Y YOUNGER LIFE LIKE ALL OF MY MOTHER'S BROTHERS AND NEPHEWS SELL DRUGS NOTORIOUSLY KNOWN BY THE POLICE FORCE FOR BEING DRUG DEALERS BUT AS I GOT OLDER I WENT TO SCHOOL WITH KIDS WHO ARE NOW POLICE OFFICERS,1,"I don't- I've never had- never had a negative experience. And it's crazy because my y- younger life like all of my mother's brothers and nephews (laughing) sell drugs, notoriously known by the police force for being drug dealers. But as I got older I went to school with kids who are now police officers.",22.714
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_f_02_1_part_1.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_f_02_1_part_1.txt,FORMERLY KNOWN AS WOODLAND HUH YOU GOT A NEIGHBORHOOD THAT'S WOODLAND NO IT'S COOL SHE WOULDN'T HEAR ABOUT THEM GIRL GANGS AND STUFF,1,"[Formerly known as Woodland.] [/inaudible/.] Huh? You got a neighborhood, /inaudible/ [/That's Woodland./] [No.] [It's cool she] /wouldn't/ hear about them girl gangs and stuff.",10.294
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_03_1_part_63.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_03_1_part_63.txt,SO YOU KNOW HE'S STILL LIKE THAT AND HM MULTITASK I SAID BOY GO SIT DOWN DO WHAT YOU SUPPOSED TO DO,1,"So you know, he's still like that, /and hm/ [multitask.] I said, boy go sit down, do what you supposed to do.",5.456
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_f_02_2_part_14.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_f_02_2_part_14.txt,HAD A IMPACT ON 'EM TOO LIKE MY HUSBAND FATHER HE WAS REAL SMART UM HIS BROTHERS MY UH SISTERS UM AND YOU KNOW MY KIDS WAS JUST VERY EARLY AT LEARNING HOW TO USE THE COMPUTER AND STUFF LIKE THAT CAUSE THEY HAD FAMILY MEMBERS WHO SHOWED 'EM HOW TO SO,1,"had a impact on 'em too like my husband father he was real smart. Um, <ts> his brothers, my uh, sisters, um, and you know my kids was just very early at learning how to use the computer and stuff like that cause they had family members who showed 'em how to, so.",22.559
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_04_1_part_26.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_04_1_part_26.txt,SO I UM BECAUSE I I I DON'T LIKE TO SAY I GRADUATED EARLY BUT I WAS PUT UP A GRADE SO I GRADUATED YOUNGER THAN MY CLASS AGE AND UM LIKE I SAID I HAD MY MOTHER WAS ALWAYS UM ON DRUGS OR INCARCERATED AND SO I HAD A LOT OF THINGS THAT WERE BARRIERS AND BECAUSE I WAS NOT A I DIDN'T MAKE A LOT OF NOISE,1,"So I, um, because I- I- I don't like to say I graduated early, but I was put up a grade, so I graduated younger than my class age. And, um, like I said, I had- my mother was always, um, on drugs or incarcerated, and so I had a lot of things that were barriers. And because I was not a- I didn't make a lot of noise,",21.251
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_f_03_1_part_7.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_f_03_1_part_7.txt,JUST KEPT THE KNOW UP AND FIND ANSWER LIKE THAT HELP PEOPLES OUT WHEN THEY NEED HELP,1,"Just kept the, know, /unintelligible/ up and find /answer/ like that, help peoples out- /when they/ need help.",5.801
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_m_01_1_part_166.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_m_01_1_part_166.txt,BUT THAT'S WHEN I WAS LIKE I WAS LIKE FUCKING CAUSE I DIDN'T MOVE TO SEAT PLEASANT TIL I WAS LIKE FIFTEEN I WAS STILL LIVING AROUND KENTLAND THIS TIME SO I HAD TO BE NO MORE THAN PROBABLY LIKE ELEVEN I WAS LIKE ELEVEN YEARS OLD ELEVEN TWELVE YEARS OLD IF THAT LIKE I KNOW LIKE I MOVED IN SEAT PLEASANT AT FIFTEEN SO I HAD TO BE PROBABLY LIKE ELEVEN TWELVE YEARS OLD SOMETHING LIKE THAT YOU KNOW WHAT I'M SAYING BUT IT WAS JUST LIKE,1,"[But that's] when I was like- I was like fucking- Cause I didn't move to Seat Pleasant til I was like, fifteen. I was still living around Kentland this time, so I had to be no more than probably like eleven. I was like eleven years old. Eleven, twelve years old. If that. Like, I know like I moved in Seat Pleasant at fifteen so, I had to be probably like, eleven, twelve years old. Something like that. You know what I'm saying. But it was just like,",20.717
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag1_f_02_1_part_49.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag1_f_02_1_part_49.txt,I JUST KNOW MY DAD IS LIKE VERY VERY CRAZY OVER HIS CHILDREN NOW I MEAN HE LOVES HIS WIFE TO DEATH CAUSE THEY JUST ALIKE TOO HE'S,1,"I just know my dad is like very very crazy over his children. [Now I mean], he loves his wife to death cause they just alike too. He's-",6.756
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_f_04_3_part_20.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_f_04_3_part_20.txt,I THINK I RECKON THEY HAD ONE IN THE STORE LATER BUT I DON'T KNOW YOU KNOW THAT'S I WHERE EVERYBODY WOULD GO TO USE THE PHONE IF YOU NEED IT FOR SOMETHING SPECIAL,1,"I think- I reckon they had one in the store later but I don't know- you know, that's- i- where everybody would go to use the phone if you need it for something special.",12.559
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_f_02_1_part_108.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_f_02_1_part_108.txt,MADE THAT ENTRY TO WIKIPEDIA LIKE YOU KNOW JUST LIKE REALLY YOU KNOW SO JUST LIKE I SAID THE THE THE JUST MENTAL CAPACITY IT TAKES TO JUST BE CHALLENGED IN EVERY SINGLE WAY NOT NOT IN TERMS OF YOUR YOUR ABILITY WHICH I'M ACTUALLY OKAY WITH CAUSE PEOPLE BEING J BUT BUT JUST,1,"made that entry to Wikipedia. Like, you know, just like, really? You know, (laughing) so, just like I said, the- the- the just mental capacity it takes, to just be challenged in every single way. Not- not in terms of your- your ability, which I'm actually okay with, /cause/ people being j- but- but just",20.625
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_m_01_1_part_231.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_m_01_1_part_231.txt,WAKE UP IN THE MORNING ASK THE MAN FOR YOUR BLESSING AND YOU LIVING GOOD EATING GOOD GOING GO TO THE MOVIES GO ENJOY OURSELF TAKE THE FAMILIES ON TRIPS THIS THAT THAT THAT WHAT YOU LIVING FOR NOW EVERYTHING ELSE IS IN THE PAST,1,"wake up in the morning, ask the man for your blessing. and you living good, eating good. Going- go to the movies, go enjoy ourself, take the families on trips, this that- that- that what you living for now. Everything else is in the past.",13.056
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag4_m_02_3_part_1.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag4_m_02_3_part_1.txt,UM MY MY MEMORY OF UM U STREET AND SOME OF THE AREAS THERE I WAS A TEENAGER AND UM JUST STARTING TO G GAIN MY INDEPENDENCE I D G GOT MY DRIVER'S LICENSE AND GOT TO DRIVE THE FAMILY CAR AND GOT TO GO OUT AND AND DO SOME THINGS AND SO,1,"um, my- my memory of, um, U Street and some of the areas there, I was a teenager and, um, just starting to g- gain my independence. I d- g- got my driver's license and got to drive the family car and got to go out and- and do some things and so",20.035
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag3_f_02_1_part_109.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag3_f_02_1_part_109.txt,THE WORLD WELL WE USED TO HAVE A GUY HE'S HE'S PASSED AWAY NOW UM HE WAS A CIVILIAN THAT ACTUALLY RAN THE MORTUARY MR UH REALLY FEISTY ITALIAN MAN I LOVED HIM UM HE REALLY HE'S LIKE SUCH A SUPER PATRIOT HE UM YOU KNOW HE'S LIKE THESE ARE AMERICAN SOLDIERS WE NEED TO TRY TO MAKE THEM LOOK GOOD SO THEIR FAMILIES CAN SEE THEM ONE LAST TIME,1,"[The world.] Well we used to have a guy, he's- he's passed away now, um, he was a civilian that actually ran the mortuary, Mr. /RD-NAME-3/. Uh, really feisty Italian man, I loved him. Um, he really- he's like such a super patriot. He- um, you know, he's like, these are American soldiers, we need to try to make them look good so their families can see them one last time.",21.16
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag4_f_01_1_part_57.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag4_f_01_1_part_57.txt,UM TWENTY TWO MAYBE AND I MET TONS OF GREAT PEOPLE TONS OF GREAT PEOPLE AND IT WAS JUST A VERY DIFFERENT MIX YOU KNOW IT WASN'T YOUR TYPICAL SOMETIMES I MISS OUT ON I W I KIND OF MISS NOT HAVING THE TYPICAL COLLEGE EXPERIENCE YOU KNOW THE CAMPUS LIFE LIKE MY KIDS HAVE HAD UM BUT IT WAS FOR ME UH THAT WAS THE RIGHT PLACE FOR ME BECAUSE I WAS W AROUND MORE PEOPLE LIKE ME,1,"Um, twenty two maybe. And I met tons of great people, tons of great people. And it was just a very different mix. You know? It wasn't your typical- Sometimes I miss out on- I w- I kind of miss not having the typical college experience. You know, the campus life like my kids have had. Um, but it was for me- uh, that was the right place for me because I was w- around more people like me",22.909
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_01_1_part_38.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_01_1_part_38.txt,SHE WASN'T THE MOST RELIGIOUS PERSON BUT SHE CERTAINLY BELIEVED IN JESUS CHRIST AND BELIEVED IN WORSHIPING AND SO FROM JUNIOR HIGH SCHOOL MY THAT'S WHEN MY LIFE STARTED UM BY THAT TIME MY SISTER HAD ALREADY GOTTEN PREGNANT,1,"She wasn't the most religious person, but she certainly believed in Jesus Christ and believed in worshiping. And so from junior high school, my- that's when my life started. Um, by that time, my sister had already gotten pregnant.",16.89
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag1_m_01_1_part_60.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag1_m_01_1_part_60.txt,MM THEN I GOT HIRED AT UH THIS WAREHOUSE UP THE SKREET UH AND THEN YOU KNOW WHAT I'M SAYING LIKE SHIT THEY WAS TRYING TO SLAVE ME LIKE A MOTHERFUCKER BRUH IT REALLY WAS IT WAS COOL BUT IT WAS LIKE GOD DAMN YOU KNOW WHAT I'M SAYING YEAH SO I MEAN SHIT EVENTUALLY YOU KNOW WHAT I'M S THEY,1,"Mm. Then I got hired at, uh, this warehouse up the skreet, uh, /RD-WORK-4/. And then, you know what I'm saying, like shit, they was trying to slave me like a motherfucker, bruh. It really was- it was cool, but it was like god damn, you know what I'm saying? Yeah. So, I mean, shit, eventually, you know what I'm s- they-",20.808000000000003
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_m_02_1_part_113.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_m_02_1_part_113.txt,YEAH WELL WE WALKED FROM UH EASTERN EASTERN AND KENILWORTH ONE TIME HUH DAMN YEAH CAUSE I WAS I JUST HAPPENED TO BE ON THAT SIDE IN THE MORNING I SPENT THE NIGHT OVER THERE ON THAT SIDE I WAS ON THAT SIDE UH FACT I WAS ON THIS YEAH I WAS ON THIS SIDE RIGHT HERE AND UH IT WAS EARLY IN THE MORNING,1,"Yeah. Well we walked from, uh, Eastern- Eastern and Kenilworth one time. Huh. Damn. Yeah, cause I was- I just happened to be on that side in the morning. I spent the night over there on that side. I was on that side. Uh, fact I was on this- Yeah, I was on this side right here. And, uh, it was early in the morning,",20.606
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag1_f_02_1_part_16.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag1_f_02_1_part_16.txt,BUT ACTUALLY WRITING STUFF I DIDN'T START DOING THAT TIL A YEAR ABOUT A YEAR AFTER WE STARTED SINGING I GOT TIRED OF SINGING OTHER PEOPLE'S STUFF,1,"but actually writing stuff, I didn't start doing that til a year- about a year after we started singing. I got tired of singing other people's [stuff.]",6.602
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_f_02_3_part_20.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_f_02_3_part_20.txt,SO WE MET AT WE WERE GOING TO MEET AT JINE'S SO I GOT THERE FIRST AND I WAS TALKING TO A MAN THAT WAS WAITING IN LINE AND WALKED IN AND HE GAVE THAT MAN THAT NASTIEST LOOK IT SCARED ME I DIDN'T REALLY KNOW IT WAS I THOUGHT,1,"So, we met at- we were going to meet at Jine's. So, I got there first. And I was talking to a man that was waiting in line. And /RD-NAME-2/ walked in, and he gave that man that nastiest look. It scared me. I didn't really know it was /RD-NAME-2/ I thought,",20.0
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_03_1_part_114.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_03_1_part_114.txt,AGAIN NOT NEARLY AS MANY AS BUT BUT THERE HAVE BEEN INSTANCES AND AND I AFTER LEAVING I YOU KNOW THERE WAS ONE INCIDENT WHERE THAT HAPPENED AT MY JOB AND I JUST T TOLD MYSELF I WOULD NEVER BE IN THAT SITUATION AGAIN CAUSE I WAS SO IT WAS SO BAD AND I DID STICK UP FOR YOU KNOW SOMETHING I BELIEVED IN AT MY JOB AND,1,"Again, not nearly as many as /RD-WORK-2/, but- but there have been instances. and- and I- after leaving /RD-WORK-2/ I- you know, there was one incident, where that happened at my job and I just t- told myself I would never be in that situation again, cause I was so, it was so bad. And I did stick up for, you know, something I believed in at my job. And-",23.055
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_89.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_89.txt,THE OTHER THING WAS IS THAT YOU KNOW MY MOM RAISED ME PRETTY CLOSE KNIT AND I'M A MAMA'S BOY IF THAT IF THAT HASN'T BEEN,1,"The other thing was is that, you know, my mom raised me pretty close knit. And I'm a mama's boy, [if that-] if that hasn't been",7.297999999999999
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag2_f_02_1_part_3.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag2_f_02_1_part_3.txt,DEFINITELY UM YEAH I DIDN'T WANNA LEAVE FLORIDA I STILL WANNA GO BACK,1,"Definitely, um, yeah, I didn't wanna leave Florida. I still wanna go back.",5.9860000000000015
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_03_1_part_71.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_03_1_part_71.txt,YOU KNOW AND SO SO IN ONE SENSE THERE IS THERE ARE A LOT OF OPPORTUNITIES UM BUT JUST LIKE ANY OTHER FACET OF SOCIETY WE USUALLY LEAVE PEOPLE BEHIND,1,"[You know], and so. So, in one sense there is- there are a lot of opportunities, um, but just like any other facet of society, we usually leave people behind.",10.918
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_m_02_1_part_33.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_m_02_1_part_33.txt,LIKE THEY ALREADY BEEN PUSHED OUT SO THEY DON'T EVEN GET TO SEE THIS STUFF BUT UM YEAH LIKE LITTLE STUFF JUST AS A KID THAT I REMEMBER GOING TO DIFFERENT PLACES HAS CHANGED UM LIKE I SAID LIKE THE THE LIBRARY I USED TO GO TO UM DIFFERENT P LIKE SHOPPING CENTERS BEEN KNOCKED DOWN AND UM DIFFERENT THINGS BEEN BUILT UP,1,"Like they already been pushed out, so they don't even get to see this stuff. But, um, yeah, like little stuff just as a kid that I remember going to different places has changed. Um, like I said, like the- the library I used to go to, um, different p- like shopping centers been knocked down and, um, different things been built up.",20.11
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_f_02_3_part_51.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_f_02_3_part_51.txt,HE WAS THE BEST FRIEND I UM MY GRANDDAUGHTER I HAVE THREE GRANDDAUGHTERS AND EACH ONE OF 'EM ONE OF 'EM I RAISED FROM AN INFANT THE OTHER TWO HAD LIVED IN MY HOUSE AT SOME TIME AND EACH TIME CAUSE HE AND HIS MOTHER AND HIS NEPHEWS LIVED ACROSS THE STREET,1,"He was the best friend, I- um, <ts> My granddaughter. I have three granddaughters and each one of 'em- One of 'em I raised from an infant. The other two had lived in my house at some time. And, each time, cause he and his mother and his nephews lived across the street.",22.341
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_02_1_part_104.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_02_1_part_104.txt,I DON'T LIKE IT MM HM MM HM,1,I don't like it. [Mm-hm.] [<clears throat>] [Mm-hm],5.296
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag2_f_01_1_part_68.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag2_f_01_1_part_68.txt,AND THEN LET'S SEE I REALLY LOVED UM I THINK THAT WAS FIFTH GRADE NO SIXTH GRADE I MET THIS GUY HE WAS MY TEACHER HIS NAME WAS MR REALLY ON THE HEFTY SIDE REST IN PEACE MR,1,"And then, let's see, I really loved, um, I think that was fifth grade, no sixth grade. I met this guy, he was my teacher. His name was Mr. /RD-NAME-1/. Really on the hefty side, rest in peace Mr. /RD-NAME-1/.",12.925
